Serial_ID,Brand_Info,Ingredients_List
228,T14 WHITEGLOW 3 in 1 DEEP CLEANSING SKIN WHITENING FACIAL FOAM,"TIEREDIENTS Ether Sulphate Sodium Lauryl Suuie Cypern, Aqua, Sodium Lauryl Proteinl, Soulul mon08 Cocoamidopropylbetaine, Propylene Glycol 9 Whey oil carboxyad Aloe Barbadensis (Aloevera) Extract, Sodium PEG-7 olive Nono Arbutinl Ethanol Amide, Glycol Stearate, Disodium EDTA Alpha Propyl 2-Phenoxyellar arU Paraben Sodium Methyl Paraben Sodium,"
229,TA Ilmalava N C E 4 9 3 0 Oil Clear Lemon Face Wash,"snts Aqua, Ammonium Lauryl Sulfate Citrus Medica Limonum Fruit Extract propyl Betaine Sodium Cocoyl Glutamate Disodium Cocoyl Glutamat Honey AcrylatesC10-30 Alkyl Acrylate cthanol Crosspolymer Fragrance Sodium Hydroxide alflte 9 Hydrogenated Jojoba Oil 9 Citric Acid, Sodium Methylchloroisothiazolinone Methylisothiazolinone Disodium DrA"
230,DEWY FRESH CLEANSER GOAT MILK,"3333743)38993 7433 Myristic Acid, Lauric Acid, Potassium Hydroxide Sod- ium Laureth sulfate Palmitic Acid, Potassium Chloride Co- 7 camidopropyl Betaine Decyl Glucoside, Glycol Distearate StyreneAcrylates Copolymer Phenoxyethanol, Tetrd So- dium EDIA Hydroxypropyl Methylcellulose Butylated Hyd- roxytoluene Citric Acid, Goat Milk Extract, and Perfume"
231,ACNE FIGHTING FACIAL 0A8 THANKUNI GREEN TEA,"Ilugredtents Agua, Sodium Laureth Sulphate Naacinamide Salicylic Acid Carbomer (oca m hidopropyl Betaine Decyl Glucoside Propylene Clycol, 44 Potassium Hydroxide Centella Caenellia Sinensis (Green Tea) Leaf Eoxrae Asiatica Extract Jojoba Beads PEC 40 Hydrogenated Castor Oil Alan Biea EDIA Disodium DMDM Hydantoin Color Parfum"
232,43) 1 41) 0 ADVANCED BRIGHTENING FACIAL 08 9 4 0 L Y 6 8 oowaer,"Stearic Acid 0 Glyceryl Stearale Ingredients Water Paraffnun Juglans Regia (Walnut) Shell Powder Glycerin Cetearyl Alcohol Liquidum, Carbomer Hydroxide Ceteareth-20, Propylene Glycol, Sodium Myristate Ceteareth-12, Cetyl Palmitate Isopropyl Tocopheryl Acerce etrasodium EDTA, Xanthan Gum, Granatum Persea Gratissima Oil, Allantoin, Punica Fruit Extr Poregranate) Extract Cucumis Sativus Biosaccharice Sorjum Hyaluronate 0 Honey Extract Gumsly Peel Extract Citrus Aurantium Amara Nacinamide Phenoxyethanol, Parfum dany"
233,১ Ilmalava N C 9 3 0 Clear Complexion Brightening,"ডপদান অ্যাকোয়ী গ্লিসারিল, আইসোপ্রোপাইল মাইরিস্টেট 9 গ্লাহকোল )) স্টিয়ারেট (এবং) স্টিরামাইড এএমপি, নিয়াসিনামাইড গ্লিসারিল স্টিয়ারেট ) এসহ স্টিয়ারিক অ্যাসিড সিটিল অ্যালকোহল ডাইমেথিকোন, সিটেরিল )) অ্যালকোহল এবং সিটেরিল গ্লুকোসাইড সেডিয়ান সিটেরিল সালফেট ১) ফেনোক্সিথানল এবং ইথিলহেক্সিলগ্লিসারিন, সুগন্ধি সৌডিয়াম বেনজয়েট )) ) লিলিয়াম ক্যান্ডিডাম বাল্ব এক্সট্র্যাক্ট, টাইটানিয়াম ডাই অক্সাইড কার্বোমার, ঢোকোফেরল, ) সাইটত্রিক অ্যাসিড সৌডিয়ান হাইড্রোক্সাইড ডিসোডিয়াম ) ) ইডিঢিএ, ১ গ্লাইসিরিজা গ্ল্যাব্রা (লিকোরিস) রুট একট্র্যাক্ট ওরিজা স্যাটিভা 9 (রাইস) ব্রান একসদ্র্যাষ্ট ১ হেডিকিয়াম স্পিক্যাট এক্সট্রাক্টা"
234,Kesh King -PLUS SCALP AND HAIR EXPERT,"উপাদাণ অ্যাকুয়া , সোডিয়াম লরেথ সালফেট , কোকামিডোপ্রোপাইল বিটেইন ডাইমেথিকোনল টিইএ-ডোডেসিলবেনজেনসালফোনেট টাইডেসেথ-১০ গ্লিসারিন , সোডিয়াম ক্লোরাইড, পারফিউম , 0) কার্বোসর শুযার হাইডোক্সিপ্রোপাইলটিমোনিয়াম ক্লোরাইড , পলিকোয়াটার্নিয়াম-৬ পলিকোয়াটার্নিয়াম-৭৩ অ্যালো বারবেডেনসিস পাতার রস, ঙসিমায স্যাংটাম পাতার নির্যাস, ফিলান্থাস এমবিকা ফলের নির্যাস এসাসিয়া কেনাসনা 9 ফলের নির্যাস এক্লিপটা প্রোস্টাটা নির্যাস বাকোপা মনিইরি নিযাস রুাবিয়া কর্ডিফোলিয়া শিকড় গুড়ো টার্মিনালিয়া চেবুলা নির্যাস টার্মিনালিয়া 9 বেলেরিকা ফলের নির্যাস , সিমপ্লোকোস রেসমোসা বার্ক নির্যাস, নারদোস্ট্যাচিস জটামানসি নির্যাস 9 পারমেলিয়া পারলাটা নির্যাস , জিজিফাস মৌরিটিয়ানা পাতা লসোনিয়া ইনেরমিস (মেহেদি) পাতার নির্যাস 9 মেসুয়া ফোরয়া ফুলের নিয়াস (ফনাম সাইপারাস রোটান্ডাস শিকড়- নির্যাস , ট্রাইগোনেলা গ্রেকাম বীজ ফলেরা নির্যাস সেন্টেলা-এশিয়াটিকা নির্যাস , টিবুলাস টেরে্টিস নিযাস আজাদিরাচটা ইন্ডিকা পাতার নির্যাস, মুরায়া কোয়েনিগিই পাতার আনিকা মাতকা মন্টানা ফুলের নির্যাস অ্যালিয়াম সিপা (পেঁয়াজ) বাল্ব নিযাস সাহযাঢ টাইটানিয়াম ডাই অক্সাইড বেনজোফেনোন ৪, সোডিয়াম তাইউকসাইও অ্যাসিড ডিসোডিয়াম ইডিটিও , ডিএমডিএম হাইডানটোই"
235,দী Kesh King -PLUS- SCALP AND HAIR EXPERT,"সালফেট কোকামিডোপ্রোপাইল বিঢেছন , উপাদান অ্যাকুয়া , সোডিয়াম লরেথ 9 টাইডেসেথ-১০ , টিইএ-ডোডেসিলবেনজেনসালফোনেট ( ডাইমেথিকোনল অ্যামোডিমেথিকোন, গ্লিসারিন গ্ুকোনামিডো সোডিয়াম ক্লোরাইড গুয়ার হাইড্রোক্সিপ্রোপাই- টাইডেসেথ-৭ , টাইডেসেথ-৮ , পারফিউম , কার্বোমার ১ 9 9 মিল্ক প্রোটিন , পলিকোয়াটার্নিয়াম-৬ লটিমোনিয়াম ক্লোরাইড হাইড্রোলাইজড 9 9 ওসিমাম স্যাংটাম পলিকোয়াটারনিয়াম-৭৩ অ্যালো বারবেডেনসিস পাতার রস 9 39 কনসিনা ফলের নির্যাস, এসাসিয়া 4 পাতার নির্যাস ,ফিলান্থাস এমবিকা ফলের নির্যাস 9 রুবিয়া কর্ডিফোলিয়া শিকড় এ্কিপটা প্রোস্ট্রাটা নির্যাস, বাকোপা মনিইরি নির্যাস 9 সিমপ্লোকোস গুড়ো ,টার্মিনালিয়া চেবুলা নির্যাস , টার্মিনালিয়া বেলেরিকা ফলের নির্যাস 9 9) পারমেলিয়া পারলাটা বেসমোসা বার্ক নির্যাস, নারদোস্ট্যাচিস জটামানসি নির্যাস 9 নির্যাস, নিযাস , জিজিফাস মৌরিটিয়ানা পাতা , লসোনিয়া ইনেরমিস (মেহেদি) পাতার 9 ফেনাম মেসুয়া শিকড় নির্যাস , ট্াইগোনেলা ফেরিয়া ফুলের নির্যাস , সাইপারাস রোটান্ডাস ফলের নির্যাস , এেকাম বীজ নিযাস সেন্টেলা এশিয়াটিকা নির্যাস ট্রিবুলাস টেরেস্টিস আরনিকা মন্টানা আজাদিরাচটা ইডিকা পাতার নির্যাস , মুরায়া কোয়েনিগিই পাতার নির্যাস সোডিয়াম ফুলের নিযাস মাইকা , টাইটানিয়াম ডাই অক্সাইড বেনজোফেনোন-৪, হাইডকসাইড হাইডানটোইন সাইটিক অ্যাসিড , ডিসোডিয়াম ইডিটিএ , ডিএমডিএম"
236,70IL EINONE DAMAC REPAT CONDITIONEP,CHLORIDE INGREDIENTS AQUA CETEARYL ALCOHOL . BEHENTRIMONIUM CYCLOPENTASILOXANE CETRIMONIUM CHLORIDE GLYCERIN DIMETHICONOL CANDELILLAI WAL HYDROXYETHYLCELLULOSE EUPHORBIA OERIFERA DIISOPROPANOLAMINO- MICROCRYSTALLINEWAX PARAFFIN PARAFFINUMLIQUIDUM BIS POLYSORBATE 20. P-PROPYL DIMETHICONEIBIS ISOBUTY PEG-14 COPOLYMER CHLORIDE BUTYLOCTANOL PHENYL TRIMETHICONE GUAR HYDROXYPROPYLTRIMONIUN EXTRACT HIBISCUS ECLIPTA PROSTRATA EXTRACT LAWSONIA INERMIS (HENNALLEAF 0 L SIMVONDSIA ROSA-SINENSIS FLOWER ECTIRACT coCoS NUCIFERA ICOCONUE 41 4 SEED 0 CHINENSIS UJOJOBA SEEDOIL OLEA EUROPAEA OLIVE)FRUITOIL NIGELLA 0 JUCLANC GEPM DAUCUSCAROIASAIIVAICARROT SEED OILTRITICUMVULGAREWHEADIC 77266 PPFUM HDANTOIN 0 REGIA WALNUT) SEEDOIL DISODIUMEDIA CITRICACID DMDM 0 E7HL THMINDANOPYPAN TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES EXAMEI
237,DAMAGE REPAIR CONDITIONER,"INGREDIENTS AQUA BEHENTRIMONIUM CHLORIDE CETEARYL ALCOHOL CETRIMONIUM CHLORIDE GLYCERIN DIMETHICONOL CYCLOPENTASILOXANE DIMETHICONEIBIS-ISOBUTYL PEG-14 COPOLYWE POLYSORBATE 20, BUTYLOCTANOL PARFUM HYDROXYETHYLCELLULOSE PHENL TRIMETHICONE DMDM HYDANTOIN EUPHORBA CERIFERA (CANDELILLA) WAY OISODIUM IEDTA GUARHYDROXYPROPYLTRIMONIUM CHLORIDE PARAFFINUMLIQUIODUM PARAFTIN CI 42090 CI 19140 CI 15985 CI 14720 MICROCRYSTALLINE WAX 8400P MONNIERI CITRIC ACI0 ARGANIA EXIRACT TRIGONELIA FOENUM GPAECUM SEED EXTRACT SPINOSA KERNEL 0 0 SIMNONOSL CRHINENSI OIL cocos NUCIFERA (COCONUTI (JOJOBA SEED OIL PRINUS AWIGDALLS DULCIS (SWEET ALMONDI 0 JUGLANE RECIA TRITICUL MUIGARE MAINUT)SEEDOI DAIOUSCARPOIA SATIMA CARROT) SEEDOIL WEAI CRRY 0 TEPA aTL SAEVALCCRADYDRONAPHINOIENES HDTAVITHN POGOSTENON 0ABLIN0"
238,TM silkor e HAIRFALL DEFENSE SHAMPOO,"মূল উপাদানসমূহ অ্যাকোয়া, সোডিয়াম লরেথ সালফেট কোকামিডোপ্রোপাহল থিতহেন ডাইমেথিকোন অ্যামোডাইমেথিকোন ডাহমেথিকোনল টি-ডোডেসিলবেনজেনেসালফোনেট সোডিয়াম জাইলিন লারেথ-২৩ পলিকোযাটারনিয়াম-১০ লরেথ-৪ গ্লাইকোল ডিস্টিয়ারেট সোডিয়াম স্যালিসিলেট সুডোঅল্টেরোমোনাস সালফোনেট ফেনক্সি ইথানল সুগন্ধি ক্লোরাইড মাইকা ফা্মেন্ট একসট্যাক্ট ক্লিমবাজল গুয়ার হাইড্রোক্কিসাপ্তোপাইলট্রি আগিযাআ ক্লরটি ট্টি আয়েল (এবং) টাইটানিয়ামডাইঅক্সাইড হাইড্রোলাইজড কেরাটিন প্রোটিন ফলশিল্ড কমপ্লেক্স পূম্পকিন আয়েল , হাইড্রোলাইজড ওট প্রোটিন পিইজি-৪৫এম অ্যাক্টি হয়া ম্যাঙ্গানিজ সাইট্রেটা জিঙ্কসাইট্রেট সিলভাব সাইট্রেট কপর সাইট্রেট ম্যাগনেসিয়াম সাইট্রেট এবং লন ঢলএবং মাথারস্ক্যাল্পে"
239,PP 4,"Ingredients Aquu CeteurylAlcohul pru Culciulll Hydroxide Steuret Puruliculquguiuil iuluceylr axeeetiegien 2 4 Kuulin Porussiuli lydroxide Souiurl Glucun Burbudensis Leuf JUiCe Ceryl Hyuroxyetiyiceunese Geruniul, Citronellol Lifunene Dipropylene Glycul 4 PG-40 prouylene glucul Rusu juruscenuFlowerull Hyuruted Hyurogenured Custur Oil 4 Souurn Silfete yilfue Silicuufsouium Phosphute sisuuiteetnCICIOt Sudiun Benzoute Souilr Phesghuig4 0,Cii 59040 CITTrIC ACIC PutussiUI Sorbute Cl 4 4 48333443343444434 9023"
240,PAULONVA,"INGREDIENTS Aqua, PEG-40 Hydrogenated Castor Oil, Camellia Sinensis (White Tea) Marigold Flower Extract, Rose Water Extract Chrysanthemum Flower Extract Allantoin DMDM Hydantoin 4 Perfume Oil."
241,) ( 4 0) ADVANCED BRIGHTENING FACIAL,"100% 01040 5030 5 Stearic Acid, 9) Glyceryl Starate gredients Water Parat IUn1 uglans Regia (Walnut) Shell Powder Alceehol iguidum Carbomer Glycerin Cetearyl Hyaroxice Ceteareth-20, Propylene Glycol, Sodium Myristate Ceteareth-12) Cetyl Palmitate, Isopropyl Acetdlt etrasodium EDTA, Xanthan Gum, Tocopheryl Granatun Persea Gratissima Oil, Allantoin, Punica Fruit Extraci Pomegranate) Extract Cucumis Sativus Biosaccharice Snium Hyaluronate Honey Extract Peel 5xtr8ct Citrus Aurantium Amara Nacinamide Phenoxyethanol, Parfum damg"
242,%405 ৬ Vhitenjng Diamont Lotion,"40 csU . Alcohol, Steariu Ingrredients Glyceryl 4 Acid Aqua, Mineral Oil 0 Glycerin, Cetyl PEG-100 Ceteareth-20, Stearate Stearate Stearyi Alcohol, Acrylates Parfum Phenoxyethanol, 1 Propylene Glycol, Asiatica Copolymer 1 00 Centella Exract, Triethanolamine, Propylparaben Niacinamide Collagen Ethylparaben, Methylparaben L) Tocopheryl acetate u A)4 AI )"
243,045 48 ELU Hancl ৫ Body Lofion Soothes and Softens,"স্টেরিক এ্যাসিড, মিনারেল ওয়েল, সিটাইল এ্যালকোতল ) প্রপাইলিন গ্লাইকল, ইমালসিফাহীর ফিনক্কিইথারল, এযবাহ এ্যালোভেরা এক্সট্াষ্ট"
244,SkinPure SKIN LOTION,"মূল উপাদান 0 অ্যাকোয়া, কোকোনাট অয়েল আইসোপরোপাইল মাইরিস্টেট, গিসারিন এলিভ অয়েল কোকোনাট মিল্তু , স্টিয়ারিক অ্যাসিড, মিথাইল প্যারাবেন প্রোপাইল প্যারাবেন, ফেনোক্সিইথানল"
245,Lifebuoy 7 LEMON FRESH,"মূল উপাদানসমহ সোডিয়াম সোেপ, গ্লিসারিন, অ্যাকুয়া টেট্রা সোডিয়াম ইডিটএ, ইটিড্রনিক অ্যাসিড নিয়াসিনামাইড টোকোফেরিল অ্যাসিটেট, সোডিয়াম অ্যাসকরবিল ফসফেট, লাইম জ্রুস, পারফিউম"
246,PALMOLIVE AROMA 4 30 01,"INGREDIENTS Water Sodium Laureth Sulfate Cocamidopropyl Betaine Fragrance Souium Chloride Cocamide MEA Sodium Benzoate Sodium Salicylate Citric Acid Polyquaternium 7, Benzophenone 4, Tetrasodium EDTA Iris Germanica Root Extract Cananga Odorata Flower Oil, Alpha-Isomethyl lonone Benzyl Salicylate Coumann, Hexyl Cinrarnal) Limonene Linalool, C17200, C 42090,"
247,TOTAL FAIRNESS ADVANCED MULTI VITAMIN,"INGPEDIENTS Aquar Stearic Acid Glycerin, Isopropyl Myristate Sorbitan Stearate Polysorbate 60 Parfum Potassium Stearate Acrylates Copolymer, Phenoxyethanol, Propylparaben Niacinam ide Retinyl Palmitate Tocopheryl Acetate Ascorbic acid, Methylparaben Ethylparaben"
248,U P T AI FACEPACI,"উপকরণঃ চন্দন, তুলসী, নিম, গোলাপ, মসুর ডাল, যষ্টিমধু"
249,Vaseline TM HEALTHY BRIGHT Gluta-Hya Dewy Radiance Serum-in-lotion,"IIGREDIENTS WATER DIMETHICONE, ISOHEXADECANE NIACINAMIDE, GLYCERIN tUUTATHIONE) CYSTINE) GLYCINE, SODIUM PCA, SODIUM HYALURONATE, PETROLATUM, CARBOMER ACRYLATESC1O-30 ALKYL ACRYLATE CROSSPOLYMER WIENOXYETHANOL, METHYLPARABEN, DISODIUM EDTA, TITANIUM DIOXIDE SQUIUMHYDROXIDE) FRAGRANCE 4 BENZYL ALCOHOL, CITRONELLOL, GERANIOL HEYYL CINNAMAL, LIMONENELLINALOOL"
250,Vseline TM HEALTHY BRIGHT Gluta-Hya Flawless Glow Serum-in-lotion,"INGREDIENIS WATER ETHYLHEXYL METHOXYCINNAMATE NACINAMIDE GLYCERIN, UUTATHIONE CYSTINNE GLYCINE SODIDMPCA PETROLATUM SODIUMHYALURORATE RETINII PLITAIE HELIANTHUS ANNUUs (SUNFLOWER) SEED OIL TOCOPHEROL BUTYL IETIOKYDIBENZOYLMETHANE CYCLOPENTASLOXANE DIMETHICONE IRIETHANOLAMINE) ACRYLATESIC1O 30 ALKYL ACRYLATE CROSSPOLYMER STIRENEIACRYLATES COPOLYMER COCO GLUCOSIDEy METHYLPARABEN, 1 PROPYLPARABEN UIOUIUMEDTA) POTASSIUMHYDROXIDE) FRAGRANCE) BENZYL ALCOHOL) BENZYLSALICYLAE CITRONELLOL GERANIOL HEXYL CINNAMAL, HIYDROXYCITRONELLAL, LIMONENEJLINALOUL,"
251,groome,"Aqua (Water), Stearic Acid, Glyceryl Stearate, Isopropyl Myristate, Propylene Glycol, Dimethicone, PEG-1OO Stearate, Triethanolamine, Phenoxyethanol 99 Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Soluble Collagen, Glutathione, Hydrolyzed Elastin, 4-Hydroxybenzoic Acid, Tetrasodium EDTA, Parfum."
252,PONDS S K sN L N S T I T U T E BRICHIT BEAUTETM,"INGREDIENTS Water Stearic Acid Niacnanricde Glycerin Iso Propyl Myristate) Ethylhexyl Methoxycinnarate CetyAlconof Dimethicone Perfume Potassium Hydroxide Titanium Dioxide-Aluminum Hydroxide, Butyl Methoxydibenzoylmethane Zinc Oxide Tosopherylacetate 0) Sodiun Ascorbyl Phosphate Phenoxyethanol- Metnyiparaben Allantoin Propylparaben Hydroxystearic Acid Disodium EDTA, PyridoxineHCl, Alpha-Isomethyllonone 9 Benzy alcohol Benzylbenzoate Citral Citronellol, Geraniol Hexylcinnamal Hydroxycitronellal imonene Linalool, 014700"
253,BLACK MASK BAMBOO CHARCOAL,"Ingredient Aqua, Polyvinyl Alcohol, Polysorbate 20, Acrylates Copolymer Triethanolamine Cl 77266, Parfum Phenoxyethanol Charcoal Powder Propyl 4- ydroxvoenzoate Ethy 4 mrOxwbenzoate Lactic Acid, Methyl 4-Hydroxybenzoate"
254,w%v SUNSCREEN tightweight non-greasy,"INGREUIENTS Aqua) Octocrylene Octyl Methoxycinnamate 0 Titanium Dioxide) Octyl Saticylate Ceteareth-12, PEG-100 Stearate Glyceryl Stearate Stearic Acid) Cetyl Alcohol Stearyt Alcohol) Light Liquid Paraffin, Glycerin Propylene Glycol Carbomer Sodium Hydroxide, Disodium DTA, Phenoxyethanol, DMUM Hydantoin"
255,oulntt VITAMIN C Whitening Fairness,"Aqua, Glycerin, Polysorbate 20, Polysorbate 60, Phenoxyethanol, Xanthan Gum, Parfum, Ethylhexylglycerin, 3-O-Ethyl Ascorbic Acid, Niacinamide Vitamin B3), Tocopheryl Acetate Vitamin E)"
256,RAJKONNA MOISTURIZER,"Ingredients Aqua, Disodium EDTA Allantoin Glycerin Propylene Glycol Xylitol, Polyacrylate-13, Polyisobutene Polysorbate 20, Cyclopentasiloxane Dimethicone Oryza Sativa (Rice) Bran Water Glycyrrhiza Glabra (Licorice) Root Extract Phenoxyethanol, Cl, Parfum"
257,PONDS FORMULATED BY THE PONDS INSTITUTE BB Cream,"IrgredentsiCycopentasilorane (and) Dimethicone Crosspolymer, Water Ethyl hexyl methoxy cinnamate Zincoxide land)PEG-1oDimethicone land Triethoxycaprylylsilane Titanium Dioxide land Dimethicone land) Alumina Niacinamide, Glycerin, Potassium Chloride Dicaprylyl Carbonate Magnesium SulphateHeptanydrate Phenoxyethanol, DisteardimoniumHectorite Triethylcaprylsilane, PalitlcAcidland Stearic Acid Perfume Sucrose Distearate Tocopheryl Acetate, Allantoin IodopropyylButycarbanate Disodium EDTA , Alpha-Isomethyllonone Benzyl Alcouol Benzyl Benzoate BenzylSalicylate Citronellol Geraniol, HexylCinnamal Limonene, Linalool,CI77491, CI77492, C 77499."
258,33 UM BLAZE O SKIN NEW YORK,"IINGREDIIENTS Aqua, Liquid Paraffin Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Sodium Polyacrylate Dimethicone, Cyclopentasiloxane, Trideceth-6, PEGPPG-1818 Dimethicone, Sodium PCA, Glyceryl Isostearate, CaprylicCapricsuccinic Triglyceride Cetyl Alcohol, Glycerine Phenoxyethanol, Ceteareth-25, Glyceryl Stearate 1,2-Hexanediol, Perfume, Hyaluronic Acid, Pentylene Glycol, Fructose, Urea, Maltose, Sodium Lactate, Trehalose, Allantoin, Sodium Hyaluronate, Glucose Dipotassium Glycyrrhizinate, AcrylatesC1o-30 Alkyl Acrylate Crosspolymer Tocopherol, and Disodium EDTA."
259,"Lilv REMARKLLC,USA Affilliatedwith Baazlipg","INGREDIENT Aqua, Cetyl Alcohol, Cerearath-25, Stearic Acid, Niacinamide, Cetostearyl Alcohol, Palmitic Acid, Titanium Dioxide, Aluminium Hydroxide, Dimethicone, Hydrogen Dimethicone, Cyclopentasilox- Methoxycinnamate Octocrylene Butyl Methoxydibenzoylmethane Paraffinum ane Ethylhexyl Liquidum, Clycerine, Clycerol Monostearate, Phenoxyethanol, Sodium Ascorbyl Phosphate, PEC-150 Disodium EDTA, Undecylenoyl Phenylalanine Sodium PCA, Sodium Distearate, Polyaspartate Clycol, Betaine Zinc PCA, Sodium Citrate, Arginine, Serine Lysine HCI, Glutamic Butylene Acid, Tocopheryl Acetate, Alkyl Acrylate Crosspolymer, Citrus Limon (Lemon) Fruit Extract and Perfume"
260,Rosehip Oil Acne Control Gel Cream,"ডপাদানসমূহ অ্যাকুয়া অর্গানিক রোজহিপ অয়েল, গ্লিসারিন সিটেরিল অ্যালকোহল, পলিসরবেট ৬০, ট্যাপিওকা স্টার্চ, লোধ্র এক্সট্রাক্ট হাইড্রোলাইজড হুইট প্রোটিন নিয়াসিনামাইড, ভিটামিন ই অ্যাসিটেট ডাইমেথিকোন, পারফিউম 9 ফেনোক্সিইথানল এবং ইথাইলহেক্সাইল গ্লিসারিন"
261,MAVA TRUE HERB S,"উপাদানসমূহ অ্যাকুয়া, অর্গানিক যেরুলা অয়েল, সোডিয়াম হায়ালুরোনেট নিয়াসিনামাইড হাইড্রোলাইজড হুইট প্রোটিন, অ্যালোভেরার নির্যাস গ্লিসারিন পেট্রোলাটাম, ভিটামিন ই অ্যাসিটেট ডাইযেথিকোন, আইসোনোনিল আইসোনোনানোয়েট পারফিউম ফেনোক্সিইথানল এবং ইথাইলহেক্সাইল গ্লিসারিন"
262,Meril রৌজ ওয়াটার গ্লিসারিন Readyto Use,"মূল উপাদানসমূহ রোজ ওয়াটার, গ্লিসারিন"
263,"Face Cream ন্যাচারাল গ্লো স্যাফরন ফেস ক্রিম Nourishes and reveals clear, healthy looking skin PHYTO-VITAMIN COMPLEX","উপাদান সমূহ অ্যাকুয়া, স্টিয়ারিক অ্যাসিড ) ইথিলহেক্সিল মেথোক্সিসিনামেট, ) গ্লিসারিন, আইসোপ্রোপিল মিরিস্টেট, 9 নিয়াসিনামাইড, 9 ফেনোক্সিইথানল, ফ্র্যাগ্রেন্স, পটাশিয়াম হাইড্রোক্সাইড, সিটিল অ্যালকোহল, কোকো-ক্যাপ্রিলেট ক্যাপ্রেট, 9 বিউটাইল মেথোক্সিডাইবেনজয়েলমিথেন, ক্রোকাস স্যাটিভাস ফ্লাওয়ার এক্সট্যাক্ট, 9 অ্যাক্রিলেটস সি১০-৩০ অ্যালকাইল অ্যাক্রিলেট ক্রসপলিমার, টাইটেনিয়াম ডাইঅক্সাইড ইথিলহেক্সিলগ্লিসারিন, ক্যাপ্রিলিক ক্যাপ্রিক ট্রাইগ্লিসারাইড ডাইসোডিয়াম ইডিটিএ, 9 টোকোফেরিল অ্যাসিটেট, মেডিকাগো স্যাটিভা (আলফালফা) এক্সট্যাক্ট, পলিহাইড্রোক্সিস্টিয়ারিক অ্যাসিড, অ্যালুমিনা, সিআই ১৫৯৮৫ 4"
264,GATSBVy WATER EI.D,"(AQUA) , PROPYLENECLYC0L, 80ALCUHOL 4U by ULTue PVPA METHYLPARABEN) SURBITOL, PEG 50 (PARFUM IEI HYDROGENATEDCASTORUL FRAGRANCE PEGTM, BENZUPHENONE 5 DISUDIUMEDTA SILICA"
265,WAIERCLOsS CAISBY SOFI,"VIII 9)9)) PIII urlah Gunakan sesuai secukupnya pada teleoak langan ralarauikeseluruhbagian rambut dan (0 4 . Veinginar PERIEEEAdangan uisimpanditempat panas NGREDENITS I WAIER Wp PROPYLENE NETHYLPARABEN GILYCOL, S0 ALCOEUL 40 B CLYCERIN CARBOMER TRIETHANOLAMINE HYUROCEIIATEU %6 SURBITOL ,1M,8 CASIOR PEG 50 0IL, NETTO 759 BENZOPHENONE 5 UISOAGBMIEBPSREUN) EUIA SILICA"
266,CATSB TREATMBNI HAIR CREAM NORMAL,"INGREDIENTS WATER (AQUAI , MINERAL O L, PVP, POLYSORBATE 60, CETYL ALCOHOL, PETROLAIUII TRIETHANOLAMINE, DIMETHICONE, GLYCERYL STEARATE, PHENOXYETHANOL, CARBONER FRVGRANCE (PARFUM , PALMITIC ACID, STEARIC ACID METHYLPAPABEN , PANTHENOL) TOCUPHERIL ICETAIE BUTYLENE GLYCOL, HYDROLYZED CONCHIOLIN PROTEIN,"
267,98% ( ALRE PURE NATURAL Net Iol 240 mtb,"Ingredients Aloe Barbadensis Leaf Extract, Propylene Glycol, Allantoin Carbomer PEG-40 Hydrogenated Castor Oil, Trideceth 9, Water Triethanolamine, EDTA DMDM hydantoin, Parfum"
268,MAVA TRUE HERBS ALOE GERA,"মূল উপাদানসমূহ ৯৯% খাঁটি অ্যালোভেরা, সৌডিয়াম হায়ালুরোনেট, বিটেইন ফেনোক্সিইথানল ইথাইলহেক্সাইলগ্লিসারিন সুগন্ধী"
269,Ilmalava N C E 9 3 ০ Nourishing Skin Cream,"প্রতি মিলি তে আছে নির্যাসসমূহ কুমারি (অ্যালো বারবাডেনসিস) এলএফ ৭.৫ মিগা , স্যাসানা (টেরোকার্পাস মারসুপিয়াগ নি ডব়িউটি ৫মিএটি তাশগ ডা ব উই্থানিয়িত সমনিকেরমি) আরটি. ৪ মিগা , ম্যানদুকাপার্নি (সেনটেলা এশিয়াটিকা) ডরিউএইচপিএল. ৩১৫ মিগরা রেফারেনস ডব প্রকাশ নিদ্রিয় উপাদানসমূহ মিথাইলপ্যারাবেন, প্রোপাইলপ্যারাবেন, ফেলোক্সিইপানল যেকোনো ধরনের তৃকের জন্য প্রযোজ্যা ভেষজ গুণসমৃদ্ধ শুরধুমাত্র বাহ্যিক ব্যবথরের জন্য ঠাডা এবং গুক্ক স্থানে বাশুন বেিজাবেটবে বাসবন না"
