Serial_ID,Brand_Info,Ingredients_List
091,Dark Spot Correcting Glow Serum,"Water Glycerin, Niacinam ide, Sodium Hyaluronate, Propanediol, Erythritol, B utylene Glycol, Squalane, Oryza Sativa (Rice) Bran Extract, Calendula Officin alis Extract, Carica Papaya (Papaya) Fruit Extract, Hi ppophae Phamnoides Frui Extract, Malpighia Glabr a (Acerola) Fruit Extract, Polyglyceryl-10 Laurate, Chlorphenesin, Arginine, Ethylhexylglycerin, Carbo mer Glutathione 1,2-Hex anediol, Hydroxypropyl, Cyclodextrin, Disodium EDTA , Hydroxyethylcellul ose, Allantoin, Rosmarinu Officinalis (Rosemary) LeafOil"
092,LHA Peel Fill Pore Balancing Cream,"Water Propanediol, Glyce rin, CaprylicCapric Trigl yceride, Methyl Methacry late Crosspolymer 1,2-He xanediol, Phenyl Trimeth icone, Cetyl Ethy lhexano ate, Behenyl Alcohol, Capryloyl Salicylic Acid (1000ppm), Anastatica Hierochuntica Extract, Opuntia Ficus-Indica Stem Extract, Adansonia Digitata Fruit Extract, Salix Alba (Willow) Bark Extract, Camellia Sinensis Leaf Extract, Centella Asia tica Leaf Extract, Cladosi phon Okamuranus Extract, Coffea Arabica (Coffee) Seed Extract, Citrus Aurantium Bergam ia (Bergamot) Leaf Extra ct, Pinus Densiflora Leaf Extract, Decyl Glucoside, Bambusa Vulgaris Extract, Panthenol, Glucose, Diso dium EDTA, Silica, Sodiu I AcrylatelSodium Acryl oyldimethyl Taurate Copo lymer Polyisobutene, Carbomer Polygl-yceryl-3 Distearate, Polyglyceryl-6 Caprylate, Polyglyceryl-4 (a0918 ( 0"
093,Complete No-Stress Physical Sunscreen,"Water, Zinc Oxide, Cyclohexasil oxane, Dipropylene Glycol, Butyloctyl Salicylate, Propane diol, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethi cone, Propylheptyl Caprylate, Niacinamide, Diphenylsiloxy Phenyl Trimethicone Caprylyl Methicone C12-15 Alkyl Benzo ate) Methyl Trimethicone Methyl Methacrylate Crosspolymer Cal endula Offcinalis Flower Extract Camellia Sinensis Leaf Extract, Artemisia Capillaris Flower Extract Vitis Vinifera (Grape) Seed Extract, Sodium Hyaluro nate, Adenosine, Palmitoyl Tripeptide-5, Squalane Chamo milla Recutita (Matricaria) Flower Water Tocopherol, Allantoin, Glycerin, Butylene Glycol, Disteardimonium Hectorite Magnesium Sulfate Triethoxycaprylylsilane 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate Lauryl Polyglyceryl-3 Polydimethyl siloxyethyl Dimethicone Synthetic Fluorphlogopite Glyceryl Caprylate Caprylyl Glycol, Ethylhexylglycerin"
094,SUNDAY MORNING REFRESHING CLEANSING FOAM,"Water Glycerin, Sodium Cocoyl Iset hionate, Sodium Methyl Cocoyl Tau rate, Potassium Cocoyl Glycinate, Co Co-Betaine, Polyquaternium-67, Xylit Ylglucoside, Anhydroxylitol, Citric Acid, Sodium Chloride, Betula Platy Phylla Japonica Juice, Xylitol, 1,2-He xanediol, Glucose, Sodium Acetate, Sodium Hyaluronate, Butylene Glyc ol, Allantoin, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrr hiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Peril la Frutescens Leaf Extract, Houttuyni Cordata Extract, Oryza Sativa (Rice) Bran Extract, Hydrolyzed Hya luronic Acid, Centella Asiatica Extra ct, Caprylyl Glycol, Calendula Offici nalis Flower Extract, Ethylhexylglyce rin, Disodium EDTA, Potassium Ben"
095,sKino (vjwl Jur Slii,Ingredients Aquar SodiumLaurethsulfate (uraie Sodium Cocoyl Glycinate Sorbitol Sodium PCAIur Citric Acid Lavandula Angustifoliaoil Phenoxyenan
096,sKino Ju8%ii,"Ingredients Aqua, Disodium EDTA, SodiumLaureth Sulfale (COEA) , Cocamidopropyl Betaine (CAPB) Sodium Cocoylc z PCA, DMDM Hydantoin, Sodium Chloride Ethylene Glyrull Fragrance Oil, Colour"
097,sKino JucSlii,"Sodium aua Ingredients Aqua Disodium EDTA Chlurn 9 Sodium Cocamidopropyl Betaine (CAPB) Sodium PCAEES Sodium Cocoyl Glycinate, Sorbitol,"
098,The Ordinary,"Ingredients Ingredients AQUA (ATER), PROPANEDIOL ACETYL HEXAPEPTIDE-8 TRISODIUM ETHYLENEDIAMINEDISUCCINATE, GELLANGUM, SODIUMCHLORIDE ISOCETETH-20, DIMETHYL ISOSORBIDE, POTASSIUM SORBATE PHENOXYETHANOL. CHLORPHENESIN"
099,The Ordinary Niacinamide 10% Zinc 1%,"Ingredients Ingredlents AQUA (WATER), NIACINAMIDE PENTYLENE GLYCOL ZINC PCA DIMETHYL ISOSORBIDE TAMARINDUS INDICA SEED GUM, XANTHAN GUM, ISOCETETH-20, ETHOXYDIGLYCOL, PHENOXYETHANOL, CHLORPHENESIN."
100,The Ordinary RETINOIDS Retinol 0.2% in Squalane,"Ingredients Ingredients SOUALANE, CAPRYLICCAPRIC TRIGLYCERIDE SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL RETINOL, SOLANUM LYCOPERSICUM (TOMATO) FRUIT EXTRACT ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT HYDROXYMETHOXYPHENYL DECANONE, BHT."
101,,"INGREDIENTS WATERAQUAEAUJALOE BARBADENSIS LEAFWATER ALCOHOL, GLYCERINJMETHYL GLUCETH-2O)PEG-150 DISTEARATE PENTYLENE GLYCOL,PVP TREHALOSE) 1,2-HEXANEDIOL PULLULAN HYDROXYACETOPHE NONE) ARGININE, CARBOMER FRAGRANCEPARFUM GLYCINE SOJA (SOYBEAN) SEED EXTRACI MENTHOLCITRIC ACIDJ INOSITOL PANTHENOL, MALTODEXTRIN MALTOSE SPIRULINA PLATENSIS EXTRACTBUTYLENE GLYCOL AGAVETEQUILANA LEAF EXTRACI SODIUMHYALURONATE BIOSACCHARIDE GUM-1 SODIUM CITRATE OPHIOPOGON JAPONICUS ROOT EXTRACT SOPHORA FLAVESCENS ROOT EXTRACT OPUNTIA FICUS-INDICA STEM EXTRACT CHRYSANTHELLUM INDICUM EXTRACTPHENOXYETHA- NOLyPRUNUS AVIUM (SWEET CHERRY) FRUIT EXTRACT ETHYLHEXYLGLYCERIN BENZYL SALICYLATE)LINALOOL, HEXYL CINNAMAL, BLUE 1CI 42090 YELLOW SLAKECI 19140"
102,IAPAN SAKUR4 TONER,"INGREDIENTS AQUA PROPYLENE GLY- COL, NIACINAMIDE BUTYLENE GLYCOL, PORTULACA OLERACEA EXTRACT S0 DIUM HYALURONATE, PRUNUS LANNE- SIANA FLOWER EXTRACT ASCORBIC AC D, MALIC ACID PRUNUS MUME FRUIT EXTRACT CITRIC ACID, POTASSIUM HY- DROXIDE, PHENOXYETHANOL METHYL- PARABEN, DMDM HYDANTOIN, PARFUM, PEG-40 HYDROGENATED CASTOR OIL, CI 16255,DISODIUM EDTA"
103,TiNETrio WIONDe,"INGREDIENTS TRIDECYL TRIMELLITATE, CYCLOMETHICONE) MICROCRYSTALLINE WAX, ETHYLHEXYL PALMITATE, DIMETHICONE) DIMETHICONEIVINYL DIMETHICONE CROSSPOLYMER SYNTHETIC WAX, PENTAERYTHRITYL TETRACOCOATE SILICA, PARFUM MAY CONTAIN CI 77491, CI 15850, CI 77492, Cl 77891"
104,BIOAOUA ঘছ E,"Blzz RIREETLg) , ক %ট ধ্ব ৪ক, ৪সিই BJ 7k বুু্চঃ 7 ( ক2) %৮ি2 Elui ট50ক) ক2 ঈ (E ) ঠ্রা (13-14 চক ঞ্ t-7 কু ৯ % ৪দটইষ )ত্ব ছ 1্5 15-205) ঠচষি, দ BIOAOUA নিক্ , % 43 3 সঙ."
105,Henglang,INGREDIENTE DIWATER BUTYLENEGLYCOL GLYCERIN CAPRYLICICAPRIC TRIGLYCERIDEASQUALANE HYDROGENATED GRAPESEEDOIL CYCLOPENTASILOXANE DIMETHICONE CETYL PECIPPG 101 DIMETHICONE POLYMETHYL NETHACRYLATENICA UISTEARDIMONIUMHECTORITE ETHYLHEXYU ZINC METHOXYCINNAWAIE OXIDE CERAALBA SODIUI CHLORATEI MAGNESIUM SIEARIIE rOCOPHEROL SODIUM RYALUROMIE BHTMETHYLPARABEN PROPYUPAPAREADAREUNM
106,NATURALS,"EYESHADOW INGREDIENTS Mica, Talc, Mineral Oil, Polyethylene Magnesium Stearate, Ethylhexyl Palmitate, Silica, Phenoxyethanol, Propylparaben, Fragrance, Cl 77491, Cl 77492, Cl 77499, CI 77742, Cl 77891, CI 16035, Cl 42090."
107,ANTLADY,"EYESHADOW INGREDIENTS Mica Talc Mineral Oil Polyethylene Magnesium Stearate Ethylhexyl Palmitate, Silica Phenoxyethanol Propylparaben Fragrance CI 77491, CI 77492, C 77499, Cl 77742, Cl 77891, Cl 16035, CI 42090 BLUSHER INGREDIENTS Talc) Mica Magnesium Stearate Mineral Oil, Ethylhex ate Phenoxyethanol Propylparaben Fragrance Cl 77491, Cl 77492, CI 7 Cl 15850, Cl 77891, HIGHLIGHTER INGREDIENTS Mica) Talc, Mineral Oil, Polyethylene) Kaolir Ethylhexyl Palmitate, Silica, Phenoxyethanol Propylparaben 7492, Cl 77499, Cl 77891, Cl 16035, T 620 POWDERINGREDIENTS Talc, Mica Magnesium Stearate Mineral Oil, y Palmitate Phenoxyethanol, Propylparaben Fragrance Cl 77491, Cl 77492, 499, Cl 77891,"
108,"ANZL,A))","EYESHADOWINGREDIENTS MICA TALC MINERAL OIL, POLYETHYLENE MAGNESIUM STEARATEJETHYLHEXYL PALMITATE SILICA, PHENOXYETHANOL PROPYLPARABEN, FRAGRANCE CI 77491, CI 77492, Cl 77499, CI 77742,C 77891, CI 16035, CI 42090."
109,E ANYLADY,"EYESHADOW INGREDIENTS MICA, TALC, MINERAL OIL, POLYETHYLENE, MAGNESIUM STEARATEJETHYLHEXYL PALMITATE,SILICA PHENOXYETHANOL, PROPYLPARABEN, FRAGRANCE, Cl 77491 CI 77492, Cl 77499, Cl 77742,C 77891 Cl 16035, Cl 42090."
110,Irhode,"INGREDIENTS Hydrogenated Polyisobutene Diisostearyl Malate Butyrospermum Parkil (Shea)Butter Polybutener Microcrystallline Wax (Cera Microcristalllina) (Cire microcristallline) synthetic Wax Octyldodecanol Polyglycery2 Trifsostearate Hydrogenated Poly(Co 14 Olefin) Tocopherol Tocopheryl Acetate Tetrahexyldecyl Ascorbate Palmlloy Tripeptide 1 Orbignya Oleifera Seed OIl , Theobroma Grandiilorum Seed Butter Lactic Acid Tribehenin Phytoster ylisostearyllCetyiisteary lBehenyl Dlmer Dilllinoleate Ethylhexyl Palmitate Sorbitan Isostearate Synthetic Fluorphlogo pite pisteardimonium Hectorite, Titanium Dioxide (CI 77891) Red 6 (CI 15850), Yellow 5 Lake (CI 19140) , Blte 1 Lake ( 42090) Certified organic ingredlientlngredlent certifie biologiqve"
111,RBORY,"Ingredients ISODODECANE MICATRIMETHYLS LOXYSILICATE BEESWLX, OZOKERITE C 77891 CI 77499 Cl 15850 CI 77492, C145410 METEYLPARABEN"
112,The Ordinary DIRECT ACIDS,"Ingredients Ingredients AQUA (WATER), ISODECYL NEOPENTANOATE, DIMETHICONE AZELAICACID, DIMETHICONEBIS-ISOBUTYL PPG-20 CROSSPOLYMER DIMETHYL ISOSORBIDE, HYDROXYETHYL ACRYLATESODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, POLYSILICONE-11, ISOHEXADECANE TOCOPHEROL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ISOCETETH-20, POLYSORBATE 60, TRIETHANOLAMINE ETHOXYDIGLYCOL, PHENOXYETHANOL, CHLORPHENESIN,"
113,The Ordinary DIRECT ACIDS,"Ingredients Ingredients AQUA (WATER) GLYCOLIC ACID, ROSA DAMASCENA FLOWER WATER CENTAUREA CYANUS FLOWER WATER, ALOE BARBADENSIS LEAF WATER, PROPANEDIOL, GLYCERIN TRIETHANOLAMINE AMINOMETHYL PROPANOL, PANAX GINSENG ROOT EXTRACT TASMANNIA LANCEOLATA FRUITLEAF EXTRACT ASPARTIC ACID ALANINE GLYCINE SERINE, VALINE, ISOLEUCINE PROLINE THREONINE HISTIDINE PHENYLALANINE GLUTAMIC ACID ARGININE PCA SODIUM PCA SODIUM LACTATE FRUCTOSE GLUCOSE SUCROSE UREA HEXYL NICOTINATE DEXTRIN CITRICACID POLYSORBATE 20. GELLAN GUM, TRISODIUM ETHYLENEDIAMINE DISUCCINATE SODIUM CHLORIDE HEXYLENE GLYCOL, POTASSIUM SORBATE SODIUM BENZOATE 1,2-HEXANEDIOL, CAPRYLYL GLYCOL"
114,sxino Aene,"Ingredients Aqua, Glycerin, Salicylic Acid, Niacinamide, Hyaluronic Acid, Propylene Glycol, Allantoin, Disodium EDTA, Carbomer Phenoxyethanol"
115,The Ordinary,"Ingredients Ingredients AQUA (WATER) GLYCOLIC ACID ROSA DAMASCENA FLOWERWATER, CENTAUREA CYANUS FLOWER WATER, ALOE BARBADENSIS LEAF WATER PROPANEDIOL, GLYCERIN TRIETHANOLAMINE AMINOMETHYL PROPANOL, PANAX GINSENG ROOT EXTRACT TASMANNIA LANCEOLATA FRUITLEAF EXTRACT ASPARTIC ACID, ALANINE GLYCINE SERINE, VALINE, ISOLEUCINE, PROLINE. THREONINE, HISTIDINE PHENYLALANINE GLUTAMIC ACID ARGININE PCA SODIUM PCA SODIUM LACTATE, FRUCTOSE GLUCOSE SUCROSE, UREA HEXYL NICOTINATE DEXTRIN CITRICACID, POLYSORBATE 20, GELLAN GUM TRISODIUM ETHYLENEDIAMINE DISUCCINATE SODIUM CHLORIDE, HEXYLENE GLYCOL POTASSIUM SORBATE SODIUM BENZOATE 1,2-HEXANEDIOL, CAPRYLYL GLYCOL,"
116,The Ordinary CLEANSERS,"Ingredients Ingredients SQUALANE, AQUA (WATER) COCO-CAPRYLATECAPRATE, GLYCERIN, SUCROSE STEARATE, ETHYL MACADAMIATE, CAPRYLICCAPRIC TRIGLYCERIDE HYDROGENATED STARCH HYDROLYSATE SUCROSE LAURATE POLYACRYLATE CROSSPOLYMER-6. ISOCETETH-20, SODIUM POLYACRYLATE TOCOPHEROL, HYDROXYMETHOXYPHENYL DECANONE TRISODIUM ETHYLENEDIAMINE DISUCCINATE, MALIC ACID ETHYLHEXYLGLYCERIN CHLORPHENESIN"
117,,"INGREDIENTS WATERIAQUAIEAU, CYCLOPEN- TASILOXANE, ISOHEXADECANE, ISONONYL ISONONANOATE TRIDECYL TRIMEELITATE, PROPYLENE GLYCOL TRIMETHYLSILOXYSILICATE CETYL PEGIPPG-101 DIMETHICONE, VINYL DIMETHICONEIMETHICONE SIL SESQUIOXANE CROSSPOLY MER, GLYCERIN, BORON NITRIDE SILICA, PHENOXYETHANOL PHENYL TRIMETHICONE, ALUMINUM HYDROXIDE, MICA DISTEARDIMONIUM HECTORITE, PEG-10 DIMETHICONE, SORBITAN SESQUIOLEATE, PROPYLENE CARBONATE ACRYLATESIDI METHICONE COPOLYMER SILICA DIMETHYL SILYLATE TOCOPHER YLACETATE TRIETHOXYCAPRY LYLSILANE, ETHYLHEXYLGLYCER IN, FRAGRANCEIPARFUM, METHICONE ALUMINA DIMETHIICONE 3-O-ETHYL ASCORBICACID, SORBITOL BENZYL BENZOATE, MAY CONTAINIPEUT CONTENIR TITANIUM DIOXIDE (CI 77891) RED 30 (CI 73360), IRONOXIDES (CI 77491, CI 77492, Cl 77499), RED 36 LAKE (CI 12085), RED7"
118,Beauty of Joseon,"Ingredients Propolis Extract, Dipropylene Glycol Glycerin, Butylene Glycol Water Niacinamide 1,2 -Hexanediol Mella Azadirachta Flower Extract M elia Azadirachta Leaf Extract Sodium Hyaluronate Curcuma Longa (Turmeric) Root Extract Ocimum Sanctum Leaf Extract Theobroma Cacao (Cocoa) Seed Extract, Melaleuca Alternifolia (Tea Tree) Ext ract Cenrella Asilatica Extract Corallina Officinalis Extract Lotus Corniculatus Seed Extract Caloph yllum Inophyllum Seed Oil, Betaine Salicylate So dium Polyacryloyldimethyl Taurate Tromethamine Polyglyceryl-10 Laurate Caprylyl Glycol, Ethylhex ylglycerin, Dextrin Pentylene Glycol Octanediol Tocopherol Xanthan Gumn Carbomer"
119,Vegan Collagen Eye serum,"Ingredients Water Methyapeoponediol nefaolnohy cerin, deAdenosine Collagen(4suppm) SodiumHyalurnate Hydrolyzed HyaluronicAcid Sodium Acety latedHyaluronate Tripeptide , PalmitoylPentapeptide 4, Hexa 9,Acetyl Eerapepiidvai lej peutgetra Mal us Extract Prunus Mume Fruit Extract, Vitis Vini fera (Grape) Frut Extract Helian thus Annuus (Sunflower) Seed Oil Simmondsia Chinensis ojo ba) SeedOil, LimnanthesAlba (Meadowloam)SeedOil Carica Papaya (Papaya) Fruit Extract, Centella Asiatica Ertract Ficus Carica (Fig) Fruit Ertract Ulmus Davidiana Root Extract Ama ranthus Caudatus Seed Ertract CeramideNP HygrogenatedLe cithin, Butylene Glysol Hydro xyethylAcrzatelSodiumAcrylo Cfjmenikaaerateftopolymer SodiumAcrylic AcidMA Copolymer C15-23 Alkane, EoPlre rlgliperyy lycerin Decyl Glucoside Tocop eroglyceryl-105 Glycol, Stearate"
120,CICA CREAM,"Ingredients Centella Asiatica Extract, Centella Asiatica Leaf Extract, Centella Asiatica Root Extract, Butylene Glycol, Glycerin, Helianthus Annuus (Sunflower) Seedoil, Caprylic capric Triglyceride, Cetearyl Olivate 1,2-Hexanediol Sorbitan Olivate, Triethylhexanoin, Macadamia Ternifolia Seedoil, Panthenol, Beeswax Cetearyl Alcohol, Ethylhexylglycerin Hydroxyethyl Acrylate Sodium Acryloyldimethyl Taurate copolymer cyclohexasiloxane Asiaticoside, Madecassic Acid Asiatic Acid, Arginine Madecassoside, Allantoin, carbomer DimethiconeNvinyl Dimethicone Crosspolymer, Sodium Hyaluronate Water Pinus Pinaster Bark Extract"
121,The Ordinary DIRECT ACIDS,"Ingredients Ingredients AOUA WATER) HAMAMELIS VIRGINIANA LEAFWATER COCAMIDOPROPYL DIMETHYLAMINE SALICYLICACID DIMETHYL ISOSORBIDE TRISODIUM ETHYLENEDIAMINE DISUCCINATE CITRICACID POLYSORBATE 20. HYDROXYETHYLCELLULOSE ETHOXYDIGLYCOL, POTASSIUM SORBATE SODIUM BENZOATE 1,2-HEXANEDIOL CAPRYLYL GLYCOL"
122,streax P R O F E 1 0 N A L,"INGREDIENTS Aquar Sodium Cocoyl Isethionate Sik Coco Amide Propyl Betaine Ethylene Glycol Iluluka Methyl Clucamide (and) LauroyllMyristoyl Mlethyl Clic amider Dimethicone Parfum, PEG 150 Pentaerythiltl Hydroxyethyl Cocamide (and) Aqra) Guar Hydroxyluue Polyquaternium 10, Beheny Steary Aminopropanedlul Phenoxy EDIA Citric It Ethanol, Baobab Oil, Disodium Corn Protein 0 0 IISEItI"
123,s%ino,"Ingredients Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, PEG 45M, Sodium Laureth Sulfate, Liquid Pearl, Carbomer Sodium Hydroxide, CDEA, CAPB, Salicylic Acid, Climbazole, Dimethicone Dimethiconol, Amodimethicone, DMDM Hydantoin, Sodium Chloride, Fragrance Oil"
124,DARKFEVER,INGREDIENIENINGREDIENIES 4 INNEHALL ILCUHUL UENAI AQUA WAIER AU PARFUM (FRIGRNCE IEIRMEILYL CETYUUTHVUPONPHIEHLENES FEVMETHILNUEOPIRIT) LIMONENE CIIRUS LIVON PEELUIL CIRUS HURNIIUN IIEPA HNU UUICI PEEL 0lL JUNIPERUS VIRGINEMA OL HEXYL CINNEMIL LINLUUL PUCUSIEMON CHBLIN UIL PINENE PEU 41S HNURUCENAIEU CASTUR Ul TERPIEUL BEIA-CHRVOPHMLLENE CIIIIL. INLYL ACEIAIE I PLE-TERPINENE TEPPINULENE UIMETHLL PHERETHYL ACETHIE CERNYL ACEIAIE CINNEMLLVNILLN CUUNIPIN CERINIUL TURPENTINE) BENZYL BENZUAIE
125,8041 008RA,48 Ingredients TAgua) Ethangl Periumecil Stabilizer Perfume Enhancer Preservative) DgCCorour
126,9 EL AS0,"INCREDIENTS Alcoliol Donal Aqua (Water) Partum (Fragrance) Bonzyl Benzoate Llmonene Llnalool, Isoeugenol, Geranloly Ciyronellol CI 19140 (Yellow5),0114709 (Red ( 17200(Red 33)"
127,Prince At Oud,INGREDIENTS Synthetic Essentialoit Natural Fssential Oil Synthetic Aroma Chemical
128,N M34 MEN FRESI RBTILE,"Nomposisi Aqual Altiminum Chloronyuraie Isocetcth 20. Bulylene Clycoli Parar linum Liuuidum Clyceryl 1o stearale Partum PEGsi5U Disiea rale Persea Gralissima Oil) Prouylere Glycol, Maris Limus Bilract Ostrea Srell Iract"
129,,"INGREDIENTS DIMETHICONE SILICA DIMETHICONE CROSSPOLYMER CYCLOPENTASILOZANE DIMETHICONEMINYL DIMETHICONE CROSSPOLTMER CI 16035 PETROLATUM,CI 77491,CI 15850,C1 77499 SILICA DIMETHYL SILYLATE,AROMA"
130,Mlxa,"60122282-INGREDIEITS AQUAWATER ISOPROPYLPALMITATE GLYCERII ISOCETYLSTEARATE BIIRCDSPERTAEP PTRRIBU TER SEEABUTTERE ,STEARETH 20 ALLANTOIN CARBOMER SUUIUMCETEARYL STPARET SOCIURICETEARTESUVILSEEOIILI HYDROXIDE) HIDROZDEERIRRVL EIGEICOL CITRICACID CETARBUIEDHOL CHLORHERDIREDIELUCJIEAE GERAIIQL EUGENUL LIONENE HYDROXYCITRUNELLAL CITRAL,CITRUNEZIOL HEXYL CINNAMAL, ,BENIZYLALCOHUL PARFIIVEPAFPARCE (EIn 72964771 ."
131,Provamed,"ausnoulingredients Waler, Sodium AcrylaleSodium Acryloyldimanyl t Cumoymer, Hydrogenaled Polydecene Glycerin, Dicapryly Curbonde MeeGyl C13-14 Isoparaffin, Loureth-7, Diozolidinyl Ured, Ioroohey Benzophenone-4, Propylene Glycol, Trielhonolomine Soiu Mi bart Eitrod Sodium Hyaluronate Ascorbic Acid, Alcohol Lecimnin 0I0, TiPc Perforolum FlowerLeafStem Exlracl, Arbulin Colendud Laba fonet xurod, Anmhemis Nobilis Flower Exlracl, Tilid Coroold Lncd Flower Extrocl, Chomomilla Reculiiu Flovel 0, Cewowteo Cyonus Cuiones Linolenic Acid Linoleic Acid, Ascorbyl Palmitole"
132,Vaseline INTENSIVE CARE,"Ingredients AQUA,ETHYLHEXYLSTEARATE GLYCERIN, ALCOHUL (ETEARETH-2U COSNUCIFERA 0 L, ISOPROPYL MYRISTATE PRUNUSAMYGUALUSUULCISOILy GLYCERVLSTEARATE UIMETHICONE BENZYLALCHOLy PARFUM SOUIUMBENZOATE POTASSIUMSORBATE ACRYLATESICO 3UALKYLACRYLATECROSSPOLYMER TRIETHANULAMINE ETHYLHEXYLGLYCERIN (RAMEL ( 1720) I0YUPHERUL ACETYLCEDRENE UIMETHYLPHENETHYL IGEIAIE EOEUGENILAGTATE LINALYLAGETAIE TERPINEUL"
133,AVOQUIN 4% CREAM,INGREDIENT adh gram 4% Cream contains 40 mg of Hyuroquinone
134,( Whitelore Fa ce PoWder,"INGREDIENTS Tale Alum inum Starch Octenylsuccinate 9 Calcium Carbonate Magnesium Stearate, Tianium Dioxide Mica 1 Alumina, Silica, Perume 9 Dimethiconelinyl Dimethicone Crosspolymer"
135,PRIV P E R F U M E,"INGREDIENTS Alcohol Denat, Water (Aqu9, qU) Butyl Fragrance (Parfum) methoxydibenzoylmethone Ethylhexyl Methoxycinngmgte PEG Ethylhexyl 40 Sglicylgte Hydrogengted Castoroil"
136,Clowe lovely,"INGREDIENTS WATER PALMITIC ACID STEARIC ACID NIACINAMIDE) GLYCERIN, DIMETHICONE, ETHYLHEXYL VEIHDXYCINNAMAIE BUTYLMETHOXYDIBENZOILIEIMANE TITANIUM DIOXIDE, SOUIUM ASCORBYL PHOSPHATE ISOPROPIL AYPISTATE TOCOPHERYLACETAIEAATON PYRIDOXINE TTEROCHLORIDE CErYL AtcoHoL TirAniun UIOKIDE EUPINUM HYDROXIDE A STEARIC ACID METHYLPARABEN FOIZR PROPYLPARA3EI TERORIDE DI50DIUN মকবনমম ননননছনন EDIA PEREUME IONONE 7োবনন BENZIL SALKYIATE LETHTLPROPIONAL CIIROAEILon চ্ররম CIHNAAAL 7মামনকর COUMAEIN CAuit LINALDCL"
137,FACEWASH .) ১ Nutww 7I4 9lw,"Ingredlents Aqua MyristicAcid Propylene Glycol Palmitic Acid Stearic Acid Potassium Hydroxide Glycerin Lauric Acid PEC 150 PEG 8, Glyceryl Stearate Fucus Vesiculosus Ertract NelumboNuciferaFlower Extract Panax Ginseng Root Extract Glycyrrhiza Glabra Root Ertract Hydrolyzed Pearl Sodium Ascorbyl Phosphate Glyceryl Glucoside 4 Butylresorcinol Pantolactone Iocopheryl Acetate Panthenol CeraAlba SodiumMetnyl Cocoyl Taurate Arachidic Acid Oleic Acid Caprylic Capric Triglyceride Trisodium DIA CiuicAcid Glucose PEG 40Hydrogenated Castoroil Magnesium Chloride Tridecetn 9 Lactic Acid Caramel Potassium Sorbate Sodium Benzoate Linalool Alpna-Isomatyl Iorone Geraniol Partum Cl 77891"
138,MA- 1 ৫ 1,"IINGREUIENISSMICAJTAIC DIMBIHICONE CAPRVLIUICAPRIC MAGNESIUMSTEHRAIIE TRIETHOXYCAPRYIYISILANE PHENOKYETHANOL CAPRYIYLGLCOL JOCOPHERYLACEIAIE CAPRYLHYDROXAMICACIU GIYCERIN MAYCONIAIN 07492 (IRONOXIDES , ( 15850 (RED7 AKE ( 77491 (RONOXIDES (45410(REDZZLAKE"
139,NIIVEA Crema Corpo Aloe,Ingredients Aqudy Alconol Denat Glycerin Isopropyl Palmitqee Glyceryl Stearte SE Cetedryl Alconol Hydroxypropyl Stordni Phosphote Aloe Borodensis Leaf luice Powder Sodium Hyoluronate SodiumCereory Sulfate XanthanGum GellanGumy Phenoxyethonol CitrcAcid Hydroxvacetochenone Parfum
140,FIT Jle,"INGREDIENTS Poly -2 oi glycerol oleic acid ester ,Glycerol stearic acid ester Cyclic sioxane,PEGI PPG-1010 two methyl siloxane Cyciopentasiloxane and cyclohexyl siloxane Isopropyl myristate Cosmetic grade white oil Methylparaben, propyl eater Propylene glycol, Mgso4.7H2O Nacl, Tioz,lron oxide brown 20 Cosmetic grade essnce"
141,SHEI FOR DRY SKIN,"৩৮ -3 B01285 2 - INGREDIENTS Aqua WatereEa B Btter reenviuritl Parkii (Shea) Butter Iriethyl Citrata Parkii Glycerin Bseearaternmemuma Distearate Cetearyl Alcohol Theobromna Cacao Seed Cacao (Cocoal Seed Butter Anliuus Seed Oil Helianthus Annuus (Sunflowerl Seed Helianthus ne cety Alconol Glycery Stearate Parfun Fragrance Prillu Amygdalus Dulcis0i Prunus Amygdalus Dulcis Suregt Aliont) 0il, Phenoxyerhanol Dimmethicone Sesamum Indicum Seetl oilSesamurn Indicumn (Sesare) Seed Dil Sodium Searoyl tlutarnate ratoptaroyyl Glyco Glucer Stearate Citrate Zanthall Uufnl, Citric Acic, Linalool Coumarin Alpha Isonlltll Ionone Lirnonene Cararnel Cl 19140 ellolll 5"
142,IMA8lC PRO fessional cosmetics,INGREDIENTS WATERPROPYLE GLYCOLALOE BARBADENSIS LEAF EXTRACTPHENOXYETHANOL ACRYLATES COPOLYMEE HYDROXYACETOPHE NONE NIACINAMIDEPANTHENOL PEGIPPG 25 25 DIMETHICONE SILICA DISODIUMEDTA PPG 26 BUTETH26 PEG 40 HYDROGENAIED CASTOR OIL S00 U BENZOATECIIRIC ACID POTASSIUIL SORBATE SODIUM SULFITE FRAGRANCEHEXM CININAMAL
